Name,Type,RA,Dec,Mag,MajAx,Constellation,CommonName
NGC3109,G,10.051911,-26.159583,10.54,16.00,Hya,
NGC3114,OCl,10.041547,-60.130528,4.20,12.30,Car,
NGC3115,G,10.087217,-7.718583,9.09,7.10,Sex,Spindle Galaxy
NGC3120,G,10.089733,-34.219944,12.77,1.68,Ant,
NGC3124,G,10.111083,-19.221583,12.15,2.70,Hya,
NGC3125,G,10.109269,-29.934861,12.87,1.21,Ant,
NGC3132,PN,10.117147,-40.436583,9.20,0.50,Vel,Eight-Burst Nebula
NGC3136,G,10.096711,-67.377972,10.67,4.20,Car,
NGC3136B,G,10.170258,-67.005083,11.79,1.75,Car,
NGC3137,G,10.152078,-29.064306,11.57,5.57,Ant,
NGC3140,G,10.157728,-16.628167,14.07,0.96,Hya,
NGC3143,G,10.167772,-12.581361,14.28,0.82,Hya,
NGC3145,G,10.169408,-12.433778,12.00,2.87,Hya,
NGC3147,G,10.281569,73.400750,11.94,4.11,Dra,
NGC3148,*,10.228842,50.496528,6.63,,UMa,
NGC3153,G,10.214028,12.666667,12.84,1.73,Leo,
NGC3156,G,10.211458,3.129361,12.30,1.91,Sex,
NGC3158,G,10.230700,38.764889,11.88,2.32,LMi,
NGC3159,G,10.231342,38.654472,13.59,0.96,LMi,
NGC3162,G,10.225442,22.737556,11.72,2.09,Leo,
NGC3163,G,10.235306,38.652556,13.34,1.14,LMi,
NGC3165,G,10.225361,3.375028,13.87,1.17,Sex,
NGC3166,G,10.229333,3.424722,10.62,4.50,Sex,
NGC3169,G,10.237514,3.466083,10.89,4.34,Sex,
NGC3175,G,10.245031,-28.872056,11.26,5.25,Ant,
NGC3177,G,10.276150,21.123056,12.37,1.44,Leo,
NGC3180,HII,10.302686,41.445028,,,UMa,
NGC3181,HII,10.303197,41.412694,,2.84,UMa,
NGC3184,G,10.304683,41.424056,9.84,7.40,UMa,
NGC3185,G,10.294047,21.688250,12.20,2.15,Leo,
NGC3187,G,10.296628,21.873333,13.28,2.24,Leo,
NGC3189,G,10.301564,21.832306,11.05,3.64,Leo,
NGC3193,G,10.306917,21.893972,11.02,2.36,Leo,
NGC3195,PN,10.155828,-80.858583,11.60,0.70,Cha,
NGC3198,G,10.331931,45.549611,10.38,6.46,UMa,
NGC3199,Neb,10.290119,-57.922222,,20.00,Car,
NGC3200,G,10.310153,-17.982528,12.10,4.07,Hya,
NGC3201,GCl,10.293544,-46.411222,8.24,9.60,Vel,
NGC3203,G,10.326064,-26.698889,12.13,3.16,Hya,
NGC3208,G,10.328136,-25.814750,12.89,1.78,Hya,
NGC3211,PN,10.297364,-62.670056,10.70,0.27,Car,
NGC3219,G,10.377067,38.579167,14.21,1.08,LMi,
NGC3220,G,10.395739,57.026861,13.95,1.18,UMa,
NGC3222,G,10.376253,19.887028,12.79,1.12,Leo,
NGC3223,G,10.359744,-34.266806,10.96,4.28,Ant,
NGC3224,G,10.361442,-34.696778,12.21,1.72,Ant,
NGC3225,G,10.419417,58.150000,13.66,1.65,UMa,
NGC3226,G,10.390836,19.898528,12.95,3.13,Leo,
NGC3227,G,10.391828,19.865056,11.72,3.98,Leo,
NGC3228,OCl,10.356178,-51.722583,6.00,6.60,Vel,
NGC3239,G,10.418025,17.163583,11.40,3.61,Leo,
NGC3242,PN,10.412800,-18.642222,7.70,0.42,Hya,Jupiter's Ghost Nebula
NGC3244,G,10.424678,-39.827556,12.32,2.18,Ant,
NGC3245,G,10.455108,28.507444,10.75,3.61,LMi,
NGC3247,HII,10.403889,-57.763333,7.60,5.00,Car,
NGC3250,G,10.442300,-39.943944,11.02,2.96,Ant,
NGC3250B,G,10.462436,-40.435028,12.63,2.77,Vel,
NGC3250C,G,10.461797,-40.002583,14.23,1.91,Ant,
NGC3253,G,10.474256,12.704056,13.59,1.15,Leo,
NGC3254,G,10.488872,29.491833,11.66,2.34,LMi,
NGC3255,OCl,10.442044,-60.675194,11.00,4.80,Car,
NGC3256,G,10.464242,-43.903750,11.58,3.29,Vel,
NGC3257,G,10.479756,-35.658083,13.12,1.08,Ant,
NGC3258,G,10.481547,-35.605528,11.41,2.94,Ant,
NGC3258A,G,10.471989,-35.454472,13.24,1.22,Ant,
NGC3259,G,10.543014,65.041083,12.72,1.72,UMa,
NGC3260,G,10.485108,-35.595194,12.67,1.41,Ant,
NGC3261,G,10.483739,-44.656833,11.41,3.65,Vel,
NGC3262,G,10.485064,-44.159667,13.13,1.17,Vel,
NGC3263,G,10.487044,-44.122917,12.15,7.83,Vel,
NGC3264,G,10.538806,56.085278,13.16,2.09,UMa,
NGC3265,G,10.518547,28.796667,13.54,0.97,LMi,
NGC3267,G,10.496831,-35.322389,13.35,1.55,Ant,
NGC3268,G,10.500183,-35.325472,11.41,3.50,Ant,
NGC3269,G,10.499183,-35.224389,12.26,2.51,Ant,
NGC3270,G,10.524994,24.869444,13.05,2.34,Leo,
NGC3271,G,10.507358,-35.359500,11.73,3.01,Ant,
NGC3273,G,10.508103,-35.610639,12.48,1.91,Ant,
NGC3274,G,10.538131,27.668778,12.84,1.63,Leo,
NGC3275,G,10.514389,-36.736972,11.65,2.81,Ant,
NGC3277,G,10.548736,28.511722,11.65,2.11,LMi,
NGC3281,G,10.531136,-34.853694,11.95,3.10,Ant,
NGC3283,G,10.519889,-46.251278,11.74,2.86,Vel,
NGC3284,G,10.605900,58.620167,13.67,1.36,UMa,
NGC3285,G,10.559956,-27.454444,11.98,2.97,Hya,
NGC3285A,G,10.546883,-27.522444,13.84,1.21,Hya,
NGC3285B,G,10.576911,-27.652944,13.20,1.64,Hya,
NGC3288,G,10.607131,58.556194,13.99,0.89,UMa,
NGC3289,G,10.568731,-35.323389,12.55,1.99,Ant,
NGC3293,OCl,10.596881,-58.224472,4.70,5.10,Car,
NGC3294,G,10.604514,37.324694,11.68,3.08,LMi,
NGC3301,G,10.615567,21.882139,11.41,3.63,Leo,
NGC3303 NED02,G,10.616669,18.135889,14.50,1.10,Leo,
NGC3305,G,10.603264,-27.162194,12.74,1.17,Hya,
NGC3307,G,10.604769,-27.529750,14.40,0.95,Hya,
NGC3308,G,10.606222,-27.438139,12.30,1.21,Hya,
NGC3309,G,10.609917,-27.518444,11.74,1.82,Hya,
NGC3310,G,10.646072,53.503389,11.61,1.80,UMa,
NGC3311,G,10.611894,-27.528333,11.32,2.63,Hya,
NGC3312,G,10.617367,-27.565056,12.89,3.31,Hya,
NGC3313,G,10.623736,-25.319444,11.73,2.96,Hya,
NGC3314A,G,10.620236,-27.683944,13.11,1.17,Hya,
NGC3315,G,10.622008,-27.192306,13.05,1.20,Hya,
NGC3316,G,10.627033,-27.594306,12.59,0.96,Hya,
NGC3318,G,10.620975,-41.627556,11.50,2.52,Vel,
NGC3319,G,10.652628,41.686667,11.37,3.63,UMa,
NGC3324,Cl+N,10.621169,-58.619556,6.70,4.80,Car,
NGC3325,G,10.655681,-0.200250,13.00,1.26,Sex,
NGC3330,OCl,10.645953,-54.130722,7.40,5.10,Vel,
NGC3333,G,10.663842,-36.036167,13.12,1.44,Ant,
NGC3334,G,10.692000,37.312861,12.84,1.21,LMi,
NGC3336,G,10.671394,-27.777083,12.31,1.97,Hya,
NGC3338,G,10.702094,13.747000,10.88,1.23,Leo,
NGC3340,G,10.704997,-0.376861,13.24,1.29,Sex,
NGC3344,G,10.725319,24.922222,9.98,6.70,LMi,
NGC3347,G,10.712931,-36.352667,11.51,4.05,Ant,
NGC3348,G,10.786111,72.839667,10.92,2.13,UMa,
NGC3351,G,10.732694,11.703806,9.77,7.23,Leo,
NGC3352,G,10.737481,22.371194,12.56,1.43,Leo,
NGC3353,G,10.756225,55.960389,12.70,1.36,UMa,
NGC3354,G,10.717483,-36.362389,13.23,1.02,Ant,
NGC3355,G,10.690553,-23.384250,13.73,1.25,Hya,
NGC3356,G,10.736731,6.758778,13.28,1.69,Leo,
NGC3358,G,10.725839,-36.410694,11.61,3.62,Ant,
NGC3359,G,10.776906,63.224222,10.55,4.07,UMa,
NGC3360,G,10.737828,-11.242556,13.73,1.03,Sex,
NGC3361,G,10.741436,-11.207917,12.84,2.23,Sex,
NGC3362,G,10.747700,6.596722,15.00,1.32,Leo,
NGC3365,G,10.770164,1.813278,12.57,4.04,Sex,
NGC3366,G,10.585633,-43.691806,11.71,2.72,Vel,
NGC3367,G,10.776375,13.750861,11.73,2.88,Leo,
NGC3368,G,10.779372,11.819944,9.21,8.26,Leo,
NGC3369,G,10.779069,-25.244444,13.58,0.72,Hya,
NGC3370,G,10.784458,17.273611,12.16,2.44,Leo,
NGC3372,HII,10.752369,-59.866694,,120.00,Car,Carina Nebula
NGC3375,G,10.783553,-9.941306,12.61,1.49,Sex,
NGC3377,G,10.795092,13.985917,10.27,3.87,Leo,
NGC3377A,G,10.789528,14.069444,13.71,1.43,Leo,
NGC3379,G,10.797108,12.581611,9.27,4.89,Leo,
NGC3384,G,10.804692,12.629278,9.96,5.24,Leo,
NGC3389,G,10.807753,12.533194,12.04,2.68,Leo,
NGC3390,G,10.801211,-31.533361,12.23,3.11,Hya,
NGC3392,G,10.850833,65.781556,16.11,0.90,UMa,
NGC3393,G,10.806517,-25.162056,13.09,1.95,Hya,
NGC3395,G,10.830586,32.982861,12.06,1.60,LMi,
NGC3396,G,10.831964,32.990833,12.50,3.10,LMi,
NGC3402,G,10.840686,-12.844611,11.89,1.85,Hya,
NGC3412,G,10.848133,13.412139,10.53,3.96,Leo,
NGC3414,G,10.854503,27.975111,11.09,2.67,LMi,
NGC3415,G,10.861833,43.712611,12.61,1.35,UMa,
NGC3423,G,10.853981,5.840028,11.17,3.56,Sex,
NGC3430,G,10.869833,32.950444,11.81,3.99,LMi,
NGC3432,G,10.875314,36.618778,11.27,7.41,LMi,
NGC3437,G,10.876597,22.934139,12.19,2.35,Leo,
NGC3442,G,10.885586,33.910361,13.41,0.54,LMi,
NGC3445,G,10.909858,56.990694,12.66,1.41,UMa,
NGC3448,G,10.910889,54.304861,11.98,2.97,UMa,
NGC3450,G,10.801006,-20.849194,11.83,2.61,Hya,
NGC3455,G,10.908636,17.284750,12.73,2.27,Leo,
NGC3464,G,10.911114,-21.066639,12.63,2.37,Hya,
NGC3467,G,10.945578,9.758917,13.43,0.92,Leo,
NGC3471,G,10.985836,61.530694,12.78,1.79,UMa,
NGC3478,G,10.990933,46.122389,12.87,2.05,UMa,
NGC3482,G,10.976186,-46.583889,12.62,1.85,Vel,
NGC3485,G,11.000661,14.841583,12.24,2.17,Leo,
NGC3486,G,11.006631,28.975139,10.57,5.82,LMi,
NGC3489,G,11.005158,13.901222,10.23,3.44,Leo,
NGC3491,G,11.009833,12.161556,13.23,0.92,Leo,
NGC3492 NED02,G,11.015950,10.505472,13.14,1.17,Leo,
NGC3496,OCl,10.992725,-60.336861,8.20,6.00,Car,
NGC3503,RfN,11.021456,-59.845750,,3.00,Car,
NGC3504,G,11.053114,27.972500,12.18,2.48,LMi,
NGC3511,G,11.056603,-23.086778,11.02,6.04,Crt,
NGC3512,G,11.067483,28.036806,12.29,1.59,LMi,
NGC3513,G,11.062800,-23.245500,11.66,2.81,Crt,
NGC3516,G,11.113192,72.568583,12.09,1.91,UMa,
NGC3519,OCl,11.067436,-61.368250,7.70,4.8,Car,
NGC3521,G,11.096828,-0.035861,9.11,8.32,Leo,
NGC3532,OCl,11.096617,-58.770500,3.00,12.00,Car,Wishing Well Cluster
NGC3534,G,11.148794,26.610500,14.04,1.44,Leo,
NGC3534B,G,11.149214,26.596139,14.86,0.92,Leo,
NGC3543,G,11.182347,61.347028,14.14,1.21,UMa,
NGC3547,G,11.165539,10.720833,12.88,1.74,Leo,
NGC3549,G,11.182464,53.387778,12.14,2.64,UMa,
NGC3550 NED02,G,11.177333,28.767611,13.22,1.07,UMa,
NGC3556,G,11.191936,55.674111,10.05,3.98,UMa,
NGC3557,G,11.166011,-37.539167,10.42,4.36,Cen,
NGC3557B,G,11.158925,-37.349639,12.55,1.83,Cen,
NGC3561,G,11.187000,28.696472,14.70,1.71,UMa,the Guitar
NGC3562,G,11.216300,72.879306,12.20,1.69,Dra,
NGC3564,G,11.176772,-37.547583,12.16,1.95,Cen,
NGC3568,G,11.180158,-37.447861,12.41,2.70,Cen,
NGC3572,OCl,11.172000,-60.248361,6.60,4.08,Car,
NGC3573,G,11.188492,-36.875528,12.33,2.55,Cen,
NGC3576,HII,11.192131,-61.363000,,3.00,Car,
NGC3579,Neb,11.199889,-61.243222,,20.00,Car,
NGC3581,HII,11.200544,-61.301861,,,Car,
NGC3582,Neb,11.203325,-61.273556,,,Car,
NGC3584,Neb,11.205497,-61.228611,,,Car,
NGC3585,G,11.221414,-26.754833,9.69,6.61,Hya,
NGC3586,Neb,11.208317,-61.352250,,,Car,
NGC3587,PN,11.246586,55.019028,9.90,3.58,UMa,Owl Nebula
NGC3590,OCl,11.216381,-60.789028,8.20,5.10,Car,
NGC3593,G,11.243611,12.817667,10.91,4.69,Leo,
NGC3596,G,11.251725,14.787028,11.49,3.55,Leo,
NGC3597,G,11.244992,-23.727694,13.09,1.49,Crt,
NGC3599,G,11.257489,18.110389,12.01,2.40,Leo,
NGC3604,G,11.291714,4.555583,12.22,1.40,Leo,
NGC3605,G,11.279608,18.017167,12.30,1.25,Leo,
NGC3607,G,11.281844,18.051750,10.00,4.59,Leo,
NGC3608,G,11.283042,18.148694,10.63,3.18,Leo,
NGC3610,G,11.307019,58.786278,10.77,2.39,UMa,
NGC3613,G,11.310031,58.000000,10.81,3.55,UMa,
NGC3614,G,11.305922,45.748222,12.15,2.50,UMa,
NGC3617,G,11.297461,-26.134417,12.75,1.79,Hya,
NGC3620,G,11.267967,-76.216306,13.88,3.16,Cha,
NGC3621,G,11.304586,-32.814056,9.55,9.79,Hya,
NGC3622,G,11.336769,67.241556,13.13,1.25,UMa,
NGC3623,G,11.315533,13.092361,9.32,7.64,Leo,
NGC3626,G,11.334392,18.356833,10.98,2.94,Leo,
NGC3627,G,11.337489,12.991528,8.92,10.28,Leo,
NGC3628,G,11.338047,13.589694,9.45,11.04,Leo,
NGC3631,G,11.350797,53.169556,10.42,3.72,UMa,
NGC3636,G,11.340289,-10.281778,12.40,2.51,Crt,
NGC3637,G,11.344325,-10.257361,12.63,2.45,Crt,
NGC3640,G,11.351903,3.234833,10.41,4.33,Leo,
NGC3641,G,11.352447,3.194583,13.21,0.99,Leo,
NGC3642,G,11.371636,59.074528,12.19,4.27,UMa,
NGC3646,G,11.361967,20.169556,11.20,3.09,Leo,
NGC3648,G,11.375419,39.876889,12.64,1.19,UMa,
NGC3652,G,11.377508,37.765111,12.66,2.48,UMa,
NGC3655,G,11.381839,16.590028,11.67,1.45,Leo,
NGC3656,G,11.394069,53.842111,12.75,1.46,UMa,
NGC3658,G,11.399517,38.562333,12.16,1.72,UMa,
NGC3660,G,11.392300,-8.658556,12.66,2.56,Crt,
NGC3664,G,11.406736,3.325000,12.70,1.45,Leo,
NGC3665,G,11.412131,38.762861,10.83,4.06,UMa,
NGC3672,G,11.417353,-9.795389,11.34,2.90,Crt,
NGC3673,G,11.420236,-26.736722,11.57,3.48,Hya,
NGC3675,G,11.435717,43.585917,10.09,5.90,UMa,
NGC3680,OCl,11.426967,-43.250111,7.60,5.70,Cen,
NGC3681,G,11.441611,16.863194,11.92,1.74,Leo,
NGC3682,G,11.461444,66.589833,12.49,2.23,Dra,
NGC3684,G,11.453111,17.030167,11.81,2.29,Leo,
NGC3686,G,11.462214,17.224194,11.43,2.88,Leo,
NGC3687,G,11.466836,29.511056,12.58,1.40,UMa,
NGC3689,G,11.469731,25.661167,12.31,1.48,Leo,
NGC3690A,G,11.475283,58.561306,12.86,0.21,UMa,
NGC3697,G,11.480661,20.795028,13.06,2.07,Leo,
NGC3699,PN,11.465875,-59.958056,11.30,0.75,Cen,
NGC3701,G,11.491367,24.093444,13.02,1.60,Leo,
NGC3705,G,11.502072,9.276639,10.97,4.31,Leo,
NGC3706,G,11.495675,-36.391306,11.30,3.10,Cen,
NGC3710,G,11.518594,22.768056,13.09,1.22,Leo,
NGC3717,G,11.525553,-30.307750,11.23,6.52,Hya,
NGC3718,G,11.543014,53.067917,10.70,4.70,UMa,
NGC3719,G,11.537072,0.819278,13.11,1.67,Leo,
NGC3720,G,11.539333,0.804000,13.02,1.07,Leo,
NGC3725,G,11.561258,61.888000,13.18,1.54,UMa,
NGC3726,G,11.555867,47.029194,10.49,5.27,UMa,
NGC3729,G,11.563700,53.125556,11.56,2.89,UMa,
NGC3732,G,11.570539,-9.845667,12.36,1.28,Crt,
NGC3733,G,11.583778,54.850500,12.43,3.40,UMa,
NGC3735,G,11.599250,70.535583,12.50,3.54,Dra,
NGC3738,G,11.596886,54.523889,11.45,2.26,UMa,
NGC3741,G,11.601717,45.283639,14.03,0.94,UMa,
NGC3742,G,11.592364,-37.956389,12.06,2.60,Cen,
NGC3749,G,11.598114,-37.997361,12.76,2.82,Cen,
NGC3752,G,11.542281,74.627528,13.81,1.62,Dra,
NGC3755,G,11.609269,36.410333,12.79,2.90,UMa,
NGC3756,G,11.613339,54.293556,11.52,1.91,UMa,
NGC3758,G,11.608083,21.596111,14.08,0.70,Leo,
NGC3759,G,11.615025,54.823306,13.29,1.03,UMa,
NGC3763,G,11.608386,-9.846694,13.16,1.07,Crt,
NGC3766,OCl,11.603997,-61.605167,5.30,6.90,Cen,Pearl Cluster
NGC3767,G,11.620989,16.877167,13.44,0.98,Leo,
NGC3771,G,11.651667,-9.348194,12.59,1.47,Crt,
NGC3783,G,11.650489,-37.738667,12.67,2.15,Cen,
NGC3786,G,11.661819,31.909278,13.74,1.96,UMa,
NGC3788,G,11.662403,31.931194,12.50,2.00,UMa,
NGC3794,G,11.681506,56.202028,13.01,2.03,UMa,
NGC3796,G,11.675311,60.298917,12.86,1.46,UMa,
NGC3797,*,11.670364,31.906556,14.90,,UMa,
NGC3798,G,11.670539,24.697056,13.10,2.15,Leo,
NGC3801,G,11.671372,17.728056,12.26,2.31,Leo,
NGC3802,G,11.671883,17.765333,13.55,1.04,Leo,
NGC3806,G,11.679619,17.796278,13.62,1.14,Leo,
NGC3808A,G,11.678956,22.429361,13.63,0.94,Leo,
NGC3808B,G,11.679067,22.446944,12.02,0.75,Leo,
NGC3810,G,11.682989,11.471139,10.75,3.35,Leo,
NGC3811,G,11.687953,47.690806,12.33,2.03,UMa,
NGC3813,G,11.688517,36.546806,11.70,2.12,UMa,
NGC3816,G,11.696678,20.103639,12.52,1.70,Leo,
NGC3817,G,11.698042,10.304389,13.30,1.10,Vir,
NGC3818,G,11.699267,-6.155667,11.75,2.44,Vir,
NGC3821,G,11.702531,20.315667,12.85,1.36,Leo,
NGC3822,G,11.703086,10.277778,13.70,1.36,Vir,
NGC3825,G,11.706592,10.264139,12.98,1.35,Vir,
NGC3827,G,11.710075,18.845444,13.30,1.01,Leo,
NGC3832,G,11.725400,22.725444,12.94,1.87,Leo,
NGC3835,G,11.734694,60.119778,13.07,1.91,UMa,
NGC3837,G,11.732342,19.894583,13.24,0.93,Leo,
NGC3838,G,11.737156,57.948222,12.32,1.43,UMa,
NGC3840,G,11.733044,20.077028,13.94,0.79,Leo,
NGC3841,G,11.733931,19.971889,13.55,0.99,Leo,
NGC3842,G,11.733931,19.949806,11.84,2.14,Leo,
NGC3844,G,11.733553,20.029333,13.87,1.16,Leo,
NGC3845,G,11.734853,19.996111,14.03,0.95,Leo,
NGC3853,G,11.741203,16.558111,12.43,1.43,Leo,
NGC3857,G,11.747264,19.532861,14.08,0.90,Leo,
NGC3859,G,11.747844,19.454194,14.14,1.05,Leo,
NGC3860,G,11.746989,19.795028,13.45,1.32,Leo,
NGC3861,G,11.751078,19.973694,12.75,2.04,Leo,
NGC3862,G,11.751392,19.606306,13.34,1.09,Leo,
NGC3867,G,11.758228,19.400167,13.20,1.44,Leo,
NGC3870,G,11.765722,50.199750,13.03,1.03,UMa,
NGC3872,G,11.763628,13.766694,11.71,2.39,Leo,
NGC3873,G,11.762806,19.773944,12.85,1.14,Leo,
NGC3877,G,11.768806,47.494333,11.00,5.36,UMa,
NGC3882,G,11.768486,-56.388139,11.81,3.32,Cen,
NGC3883,G,11.779772,20.675417,13.07,1.77,Leo,
NGC3884,G,11.770050,20.391639,12.59,1.91,Leo,
NGC3885,G,11.779581,-27.922167,11.87,2.74,Hya,
NGC3887,G,11.784603,-16.854611,10.93,3.27,Crt,
NGC3888,G,11.792881,55.967222,12.10,1.61,UMa,
NGC3891,G,11.800933,30.359333,12.76,1.72,UMa,
NGC3892,G,11.800275,-10.962056,11.24,3.08,Crt,
NGC3893,G,11.810608,48.710833,10.63,2.69,UMa,
NGC3894,G,11.813989,59.415667,11.62,2.66,UMa,
NGC3895,G,11.817786,59.432667,13.03,1.19,UMa,
NGC3896,G,11.815664,48.674667,12.63,1.39,UMa,
NGC3897,G,11.816517,35.016056,13.03,1.53,UMa,
NGC3898,G,11.820936,56.084361,10.72,3.47,UMa,
NGC3900,G,11.819294,27.022028,11.44,2.55,Leo,
NGC3904,G,11.820339,-29.276750,10.79,3.47,Hya,
NGC3905,G,11.818031,-9.729833,12.84,1.89,Crt,
NGC3907,G,11.825039,-1.086528,13.64,1.06,Vir,
NGC3907B,G,11.823206,-1.083778,13.94,1.49,Vir,
NGC3913,G,11.844150,55.353861,12.51,1.64,UMa,
NGC3917,G,11.845953,51.824667,11.81,4.61,UMa,
NGC3918,PN,11.838319,-57.182333,8.10,0.32,Cen,Blue Planetary
NGC3921,G,11.851908,55.078750,12.49,2.02,UMa,
NGC3923,G,11.850469,-28.806028,9.60,6.89,Hya,
NGC3928,G,11.863228,48.683139,12.48,1.36,UMa,Miniature Spiral
NGC3933,G,11.867236,16.809694,13.55,1.01,Leo,
NGC3936,G,11.872386,-26.905889,12.29,4.55,Hya,
NGC3937,G,11.878506,20.631306,12.48,1.75,Leo,
NGC3938,G,11.880403,44.120722,10.36,3.55,UMa,
NGC3940,G,11.879569,20.989278,12.85,1.22,Leo,
NGC3941,G,11.882044,36.986333,10.37,3.51,UMa,
NGC3945,G,11.887147,60.675556,10.75,5.55,UMa,
NGC3946,G,11.889064,21.021528,14.45,0.66,Leo,
NGC3947,G,11.888978,20.751722,13.20,1.37,Leo,
NGC3949,G,11.894922,47.858694,10.89,2.26,UMa,
NGC3951,G,11.894792,23.382222,13.63,1.02,Leo,
NGC3952,G,11.894619,-3.996528,13.02,1.63,Vir,
NGC3953,G,11.896922,52.326778,10.10,6.14,UMa,
NGC3955,G,11.899208,-23.164167,11.84,4.15,Crt,
NGC3956,G,11.900192,-20.567333,12.46,3.46,Crt,
NGC3958,G,11.909356,58.367028,13.02,1.26,UMa,
NGC3960,OCl,11.842558,-55.669833,8.30,6.00,Cen,
NGC3962,G,11.911139,-13.975028,10.65,4.17,Crt,
NGC3963,G,11.916308,58.493639,12.01,2.52,UMa,
NGC3971,G,11.926775,29.995917,13.13,1.05,UMa,
NGC3972,G,11.929192,55.320750,12.32,3.67,UMa,
NGC3978,G,11.936200,60.522528,12.74,1.58,UMa,
NGC3981,G,11.935403,-19.896167,11.65,3.32,Crt,
NGC3982,G,11.941147,55.125250,11.70,2.13,UMa,
NGC3987,G,11.955811,25.195389,12.93,2.72,Leo,
NGC3990,G,11.959878,55.458667,12.58,1.38,UMa,
NGC3991 NED01,G,11.958439,32.333833,13.12,1.17,UMa,
NGC3992,G,11.959994,53.374528,9.88,8.07,UMa,
NGC3994,G,11.960242,32.277611,12.80,0.85,UMa,
NGC3995,G,11.962250,32.294056,12.41,2.59,UMa,
NGC3997,G,11.963397,25.270639,13.46,1.10,Leo,
NGC3998,G,11.965592,55.453583,11.33,2.78,UMa,
NGC4004,G,11.968119,27.878861,13.61,1.17,Leo,
NGC4005,G,11.969492,25.122250,13.14,1.12,Leo,
NGC4008,G,11.971400,28.192500,12.02,2.07,Leo,
NGC4013,G,11.975383,43.946583,11.31,4.89,UMa,
NGC4018,G,11.977972,25.316417,13.81,1.39,Com,
NGC4024,G,11.975347,-18.346833,11.80,1.75,Crv,
NGC4025,G,11.986164,37.793417,13.63,1.42,UMa,
NGC4026,G,11.990331,50.961694,10.78,4.41,UMa,
NGC4027,G,11.991714,-19.265222,11.17,3.54,Crv,
NGC4027A,G,11.991497,-19.332000,14.51,1.11,Crv,
NGC4030,G,12.006564,-1.100083,10.51,3.78,Vir,
NGC4032,G,12.009117,20.073944,12.47,1.35,Com,
NGC4033,G,12.009650,-17.842611,11.79,2.59,Crv,
NGC4036,G,12.024097,61.895778,10.84,4.85,UMa,
NGC4038,G,12.031392,-18.867611,10.20,5.42,Crv,Antennae Galaxies
NGC4041,G,12.036722,62.137222,11.08,2.57,UMa,
NGC4045,G,12.045067,1.976806,11.81,2.55,Vir,
NGC4045A,G,12.045192,1.952222,14.29,0.92,Vir,
NGC4050,G,12.048319,-16.373611,11.79,3.43,Crv,
NGC4051,G,12.052669,44.531333,11.37,4.89,UMa,
NGC4052,OCl,12.034775,-63.223472,8.80,5.10,Cru,
NGC4057,G,12.068381,20.235083,12.57,1.29,Com,
NGC4062,G,12.067731,31.895806,11.15,4.14,UMa,
NGC4064,G,12.069767,18.443417,11.33,3.22,Com,
NGC4068,G,12.066883,52.588278,12.71,1.92,UMa,
NGC4071,PN,12.071047,-67.310111,13.00,1.05,Mus,
NGC4073,G,12.074186,1.895972,11.51,2.09,Vir,
NGC4074,G,12.074911,20.316222,14.44,0.55,Com,
NGC4076,G,12.075700,20.204944,13.45,0.87,Com,
NGC4081,G,12.076086,64.436750,13.06,1.43,UMa,
NGC4085,G,12.089642,50.352944,12.37,2.22,UMa,
NGC4088,G,12.092831,50.539028,10.60,7.01,UMa,
NGC4092,G,12.097253,20.477000,13.57,1.01,Com,
NGC4094,G,12.098322,-14.526417,12.01,4.40,Crv,
NGC4096,G,12.100314,47.478444,10.57,5.65,UMa,
NGC4100,G,12.102347,49.582694,11.09,4.56,UMa,
NGC4102,G,12.106386,52.711083,11.87,2.94,UMa,
NGC4103,OCl,12.110992,-61.250083,7.40,7.80,Cru,
NGC4104,G,12.110825,28.174194,12.14,2.50,Com,
NGC4105,G,12.111325,-29.760222,10.62,4.33,Hya,
NGC4106,G,12.112444,-29.768306,11.30,4.14,Hya,
NGC4111,G,12.117536,43.065722,10.81,1.78,CVn,
NGC4112,G,12.119297,-40.208167,12.71,1.70,Cen,
NGC4116,G,12.126986,2.690500,12.02,2.57,Vir,
NGC4117,G,12.129475,43.126361,14.30,1.58,CVn,
NGC4119,G,12.136006,10.378889,11.50,1.58,Vir,
NGC4121,G,12.132397,65.113944,12.99,0.52,Dra,
NGC4123,G,12.136419,2.878278,11.39,3.18,Vir,
NGC4125,G,12.135006,65.174139,9.71,5.87,Dra,
NGC4128,G,12.142314,68.767611,11.96,2.21,Dra,
NGC4129,G,12.148117,-9.036500,12.48,2.58,Vir,
NGC4131,G,12.146469,29.304778,13.27,1.36,Com,
NGC4132,G,12.150389,29.250111,13.99,1.14,Com,
NGC4134,G,12.152781,29.176917,13.10,1.85,Com,
NGC4135,G,12.152447,44.003194,14.02,0.76,CVn,
NGC4137,G,12.154864,44.090167,14.34,0.79,CVn,
NGC4138,G,12.158272,43.685306,11.80,2.92,CVn,
NGC4143,G,12.160017,42.534167,12.08,2.73,CVn,
NGC4144,G,12.166278,46.457167,11.61,5.24,UMa,
NGC4145,G,12.167089,39.883861,11.22,4.62,CVn,
NGC4147,GCl,12.168381,18.542139,10.74,2.40,Com,
NGC4150,G,12.176014,30.401528,11.69,1.99,Com,
NGC4151,G,12.175717,39.405722,11.48,2.88,CVn,
NGC4152,G,12.177083,16.032917,12.50,1.36,Com,
NGC4156,G,12.180447,39.472722,13.53,1.11,CVn,
NGC4157,G,12.184547,50.484667,11.29,6.22,UMa,
