Name,Type,RA,Dec,Mag,MajAx,Constellation,CommonName
NGC4162,G,12.197908,24.123667,11.70,2.28,Com,
NGC4163,G,12.202544,36.169194,13.15,1.67,CVn,
NGC4165,G,12.203278,13.246528,13.63,1.24,Vir,
NGC4168,G,12.204797,13.205194,11.45,2.92,Vir,
NGC4169,G,12.205217,29.179417,12.20,1.64,Com,
NGC4173,G,12.205961,29.207056,13.34,2.34,Com,
NGC4174,G,12.207469,29.149222,13.64,0.91,Com,
NGC4175,G,12.208625,29.168444,13.45,1.61,Com,
NGC4178,G,12.212903,10.865972,11.43,4.66,Vir,
NGC4179,G,12.214475,1.299694,10.93,4.48,Vir,
NGC4183,G,12.221356,43.698583,12.29,4.29,CVn,
NGC4189,G,12.229797,13.424806,11.84,2.20,Com,
NGC4190,G,12.229103,36.634028,13.13,1.53,CVn,
NGC4192,G,12.230081,14.900333,10.84,11.04,Com,
NGC4193,G,12.231553,13.172861,12.29,2.23,Vir,
NGC4194,G,12.235964,54.526833,12.77,1.64,UMa,Medusa Galaxy Merger
NGC4200,G,12.245619,12.180750,12.96,1.43,Vir,
NGC4203,G,12.251406,33.197333,11.55,3.42,Com,
NGC4206,G,12.254669,13.023972,12.17,4.69,Vir,
NGC4208,G,12.260933,13.901500,11.10,2.80,Com,
NGC4213,G,12.260433,23.981889,12.57,1.57,Com,
NGC4214,G,12.260881,36.326889,9.77,6.79,CVn,
NGC4215,G,12.265150,6.401139,11.96,1.69,Vir,
NGC4216,G,12.265122,13.149389,9.93,7.82,Vir,
NGC4217,G,12.264139,47.091778,11.23,5.43,CVn,
NGC4219,G,12.274256,-43.324250,11.83,3.75,Cen,
NGC4220,G,12.269919,47.883250,11.33,3.30,CVn,
NGC4223,G,12.290503,6.690083,11.95,2.02,Vir,
NGC4224,G,12.276053,7.462083,11.77,2.90,Vir,
NGC4230,OCl,12.285936,-55.286139,9.40,5.40,Cen,
NGC4233,G,12.285467,7.624389,11.94,2.34,Vir,
NGC4234,G,12.285878,3.683056,12.88,1.15,Vir,
NGC4235,G,12.286078,7.191583,11.97,4.41,Vir,
NGC4236,G,12.278367,69.462583,9.77,23.50,Dra,
NGC4237,G,12.286506,15.323972,11.83,1.82,Com,
NGC4239,G,12.287481,16.531389,12.77,1.36,Com,
NGC4241,G,12.299972,6.654194,13.05,1.46,Vir,
NGC4242,G,12.291717,45.619306,11.03,3.80,CVn,
NGC4244,G,12.291572,37.807111,10.18,16.22,CVn,
NGC4245,G,12.293547,29.608000,11.42,2.55,Com,
NGC4246,G,12.299478,7.185917,12.72,2.14,Vir,
NGC4248,G,12.297181,47.409194,12.58,2.01,CVn,
NGC4251,G,12.302292,28.175389,10.77,2.34,Com,
NGC4253,G,12.307364,29.812861,13.23,0.89,Com,
NGC4254,G,12.313778,14.416500,9.84,5.04,Com,Coma Pinwheel
NGC4258,G,12.315972,47.303972,9.29,16.98,CVn,
NGC4259,G,12.322836,5.376389,13.57,1.04,Vir,
NGC4260,G,12.322844,6.098667,11.55,2.51,Vir,
NGC4261,G,12.323117,5.825222,11.11,4.25,Vir,
NGC4262,G,12.325158,14.877667,11.46,1.74,Com,
NGC4264,G,12.326600,5.846750,12.79,0.86,Vir,
NGC4267,G,12.329233,12.798278,10.89,2.55,Vir,
NGC4268,G,12.329783,5.283778,12.71,1.51,Vir,
NGC4270,G,12.330408,5.463444,12.18,1.88,Vir,
NGC4273,G,12.332244,5.343333,11.80,2.19,Vir,
NGC4274,G,12.330719,29.614472,10.42,3.63,Com,
NGC4277,G,12.334367,5.341361,13.50,0.76,Vir,
NGC4278,G,12.335228,29.280750,10.21,2.89,Com,
NGC4281,G,12.339311,5.386389,11.31,2.85,Vir,
NGC4283,G,12.339125,29.310944,12.32,1.23,Com,
NGC4288,G,12.343919,46.291667,12.91,1.70,CVn,
NGC4291,G,12.338389,75.370833,11.42,1.93,Dra,
NGC4292,G,12.354572,4.595694,12.21,1.60,Vir,
NGC4293,G,12.353581,18.382389,10.17,6.24,Com,
NGC4294,G,12.354953,11.510444,12.05,2.69,Vir,
NGC4296,G,12.357886,6.653556,13.68,1.44,Vir,
NGC4297,G,12.357614,6.671028,12.92,0.64,Vir,
NGC4298,G,12.359100,14.606167,11.35,2.54,Com,
NGC4299,G,12.361264,11.499917,12.47,1.48,Vir,
NGC4301,G,12.374225,4.566278,13.12,1.14,Vir,
NGC4302,G,12.361800,14.598306,11.54,6.00,Com,
NGC4303,G,12.365250,4.473639,10.25,6.89,Vir,
NGC4304,G,12.370200,-33.484500,11.77,2.48,Hya,
NGC4305,G,12.367667,12.740917,12.61,2.30,Vir,
NGC4308,G,12.365792,30.074361,13.25,0.94,Com,
NGC4312,G,12.375378,15.537917,11.70,5.02,Com,
NGC4314,G,12.375506,29.895889,10.57,3.70,Com,
NGC4318,G,12.378692,8.198278,14.20,0.73,Vir,
NGC4321,G,12.381897,15.821806,9.47,6.10,Com,
NGC4323,G,12.383814,15.905583,13.76,1.23,Com,
NGC4324,G,12.385050,5.250333,11.50,2.96,Vir,
NGC4325,G,12.385189,10.621194,13.30,1.23,Vir,
NGC4337,OCl,12.400919,-58.123778,8.90,6.60,Cru,
NGC4339,G,12.393042,6.081750,11.41,2.32,Vir,
NGC4340,G,12.393136,16.722361,11.15,2.82,Com,
NGC4341,G,12.398211,7.107111,13.26,1.67,Vir,
NGC4342,G,12.394167,7.054000,12.51,1.25,Vir,
NGC4343,G,12.394083,6.954083,12.29,1.92,Vir,
NGC4348,G,12.398331,-3.442917,12.28,2.67,Vir,
NGC4349,OCl,12.401678,-61.870444,7.40,6.30,Cru,
NGC4350,G,12.399408,16.693417,10.87,2.80,Com,
NGC4351,G,12.400417,12.204778,12.55,1.58,Vir,
NGC4352,G,12.401394,11.218056,12.52,1.64,Vir,
NGC4353,G,12.400072,7.785194,13.41,1.05,Vir,
NGC4355,G,12.448506,-0.877611,13.37,1.41,Vir,
NGC4357,G,12.399672,48.779472,12.68,3.48,CVn,
NGC4361,PN,12.408544,-18.784833,10.90,1.05,Crv,
NGC4365,G,12.407856,7.317667,9.43,5.12,Vir,
NGC4369,G,12.410056,39.383000,11.69,1.98,CVn,
NGC4370,G,12.415250,7.444889,13.84,1.62,Vir,
NGC4371,G,12.415397,11.704222,10.83,3.88,Vir,
NGC4372,GCl,12.429272,-72.659083,9.85,12.00,Mus,
NGC4373,G,12.421617,-39.759722,10.92,3.98,Cen,
NGC4373A,G,12.427147,-39.319667,12.20,2.80,Cen,
NGC4374,G,12.417706,12.886972,9.79,7.41,Vir,
NGC4377,G,12.420094,14.762167,11.80,1.60,Com,
NGC4378,G,12.421694,4.925139,11.29,2.09,Vir,
NGC4379,G,12.420761,15.607472,11.63,1.87,Com,
NGC4380,G,12.422825,10.016806,11.29,3.35,Vir,
NGC4382,G,12.423364,18.191500,9.05,6.95,Com,
NGC4383,G,12.423756,16.470139,12.18,1.67,Com,
NGC4384,G,12.419994,54.506222,13.06,1.27,UMa,
NGC4385,G,12.428556,0.572611,12.96,2.15,Vir,
NGC4386,G,12.407875,75.528917,11.69,2.52,Dra,
NGC4387,G,12.428244,12.810528,12.13,1.58,Vir,
NGC4388,G,12.429653,12.662083,11.02,5.38,Vir,
NGC4394,G,12.432092,18.214056,11.03,3.48,Com,
NGC4395,G,12.430239,33.546917,10.29,4.17,CVn,
NGC4396,G,12.433006,15.671472,12.64,2.97,Com,
NGC4402,G,12.435458,13.113333,11.78,3.52,Vir,
NGC4406,G,12.436594,12.946222,8.86,11.53,Vir,
NGC4407,G,12.442292,12.610972,12.25,2.08,Vir,
NGC4410A,G,12.441192,9.019861,16.08,0.62,Vir,
NGC4411,G,12.441694,8.872222,12.82,1.63,Vir,
NGC4411B,G,12.446453,8.884611,12.41,1.92,Vir,
NGC4412,G,12.443356,3.964694,13.16,1.50,Vir,
NGC4414,G,12.440861,31.223528,10.20,1.95,Com,
NGC4416,G,12.446311,7.919000,11.57,1.57,Vir,
NGC4417,G,12.447392,9.584250,11.22,3.09,Vir,
NGC4419,G,12.449011,15.047389,11.06,3.89,Com,
NGC4421,G,12.450706,15.461472,11.42,2.59,Com,
NGC4424,G,12.453225,9.420667,11.68,3.04,Vir,
NGC4425,G,12.453703,12.734722,11.95,3.08,Vir,
NGC4429,G,12.457364,11.107722,10.08,5.30,Vir,
NGC4431,G,12.457606,12.290278,12.97,1.53,Vir,
NGC4433,G,12.460719,-8.278417,12.66,2.00,Vir,
NGC4434,G,12.460189,8.154333,12.12,1.42,Vir,
NGC4435,G,12.461247,13.078944,10.96,3.03,Vir,Eyes
NGC4436,G,12.461456,12.315889,13.19,1.66,Vir,
NGC4438,G,12.462664,13.008833,10.92,9.16,Vir,Eyes
NGC4439,OCl,12.473986,-60.103222,8.40,4.50,Cru,
NGC4440,G,12.464881,12.293278,11.81,1.77,Vir,
NGC4441,G,12.455653,64.801500,12.67,4.13,Dra,
NGC4442,G,12.467744,9.803722,10.60,4.32,Vir,
NGC4445,G,12.471092,9.436194,12.76,2.54,Vir,
NGC4448,G,12.470953,28.620306,11.11,1.58,Com,
NGC4449,G,12.469750,44.093639,9.64,4.66,CVn,
NGC4450,G,12.474897,17.084944,10.87,5.46,Com,
NGC4451,G,12.477931,9.258806,12.51,1.35,Vir,
NGC4452,G,12.478697,11.755028,11.90,3.36,Vir,
NGC4454,G,12.480764,-1.939194,11.93,2.17,Vir,
NGC4457,G,12.483058,3.570583,10.57,2.79,Vir,
NGC4458,G,12.482658,13.241889,12.12,1.59,Vir,
NGC4459,G,12.483336,13.978361,10.25,4.17,Com,
NGC4461,G,12.484169,13.183750,11.02,3.61,Vir,
NGC4462,G,12.489228,-23.166361,11.85,3.60,Crv,
NGC4463,OCl,12.498672,-64.789667,7.20,4.80,Mus,
NGC4464,G,12.489247,8.156611,12.60,1.01,Vir,
NGC4467,G,12.491736,7.992861,14.15,0.59,Vir,
NGC4468,G,12.491917,14.049083,12.96,1.54,Com,
NGC4469,G,12.491119,8.749917,11.04,2.86,Vir,
NGC4471,G,12.493625,7.932750,15.24,0.44,Vir,
NGC4472,G,12.496322,8.000472,8.28,10.21,Vir,
NGC4473,G,12.496908,13.429361,10.09,4.27,Com,
NGC4474,G,12.498208,14.068583,11.56,2.33,Com,
NGC4475,G,12.496550,27.243333,13.85,1.10,Com,
NGC4476,G,12.499744,12.348667,12.20,1.70,Vir,
NGC4477,G,12.500611,13.636611,10.31,3.70,Com,
NGC4478,G,12.504839,12.328556,11.44,1.75,Vir,
NGC4479,G,12.505103,13.577639,12.52,1.43,Com,
NGC4480,G,12.507439,4.246583,12.40,1.89,Vir,
NGC4482,G,12.502869,10.779472,13.01,1.51,Vir,
NGC4483,G,12.511292,9.015667,12.18,1.65,Vir,
NGC4485,G,12.508647,41.701167,12.18,2.01,CVn,
NGC4486,G,12.513728,12.391111,9.00,7.11,Vir,Virgo Galaxy
NGC4486A,G,12.516031,12.270361,12.53,0.92,Vir,
NGC4486B,G,12.508881,12.490167,13.38,0.38,Vir,
NGC4487,G,12.517906,-8.053917,11.45,3.46,Vir,
NGC4488,G,12.514269,8.360000,12.02,2.75,Vir,
NGC4489,G,12.514514,16.758861,12.68,1.72,Com,
NGC4490,G,12.510067,41.643889,9.72,6.71,CVn,
NGC4491,G,12.515864,11.483528,12.43,1.64,Vir,
NGC4492,G,12.516586,8.077861,11.99,2.11,Vir,
NGC4494,G,12.523361,25.775250,9.80,4.35,Com,
NGC4495,G,12.523022,29.136472,13.46,1.34,Com,
NGC4496A,G,12.527558,3.939472,11.59,3.37,Vir,
NGC4497,G,12.525703,11.624722,12.46,2.00,Vir,
NGC4499,G,12.534706,-39.982472,13.14,2.01,Cen,
NGC4500,G,12.522822,57.964639,12.52,1.53,UMa,
NGC4501,G,12.533100,14.420389,10.33,8.65,Com,
NGC4503,G,12.535064,11.176417,10.97,3.48,Vir,
NGC4504,G,12.538181,-7.563444,11.61,3.18,Vir,
NGC4507,G,12.593508,-39.909250,13.13,1.39,Cen,
NGC4514,G,12.545269,29.712389,13.98,1.00,Com,
NGC4515,G,12.551381,16.265528,12.65,1.35,Com,
NGC4517,G,12.545997,0.115028,10.48,9.02,Vir,
NGC4517A,G,12.541153,0.389667,12.24,2.05,Vir,
NGC4519,G,12.558403,8.654750,12.00,2.33,Vir,
NGC4523,G,12.563333,15.168306,13.61,1.24,Com,
NGC4526,G,12.567525,7.699528,9.59,6.95,Vir,
NGC4527,G,12.569006,2.653667,10.50,6.30,Vir,
NGC4528,G,12.568353,11.321250,11.97,1.60,Vir,
NGC4532,G,12.572036,6.467694,11.92,2.49,Vir,
NGC4535,G,12.572308,8.197750,9.89,8.15,Vir,
NGC4536,G,12.574181,2.188139,10.48,7.08,Vir,
NGC4539,G,12.576317,18.202694,12.05,2.74,Com,
NGC4546,G,12.591531,-3.793194,10.57,3.16,Vir,
NGC4548,G,12.590681,14.496333,10.96,5.55,Com,
NGC4550,G,12.591828,12.220833,12.03,3.16,Vir,
NGC4551,G,12.593875,12.263972,11.98,1.71,Vir,
NGC4552,G,12.594392,12.556333,10.08,8.13,Vir,
NGC4553,G,12.602111,-39.438667,12.20,2.59,Cen,
NGC4559,G,12.599347,27.960000,9.92,10.57,Com,
NGC4559A,G,12.614844,27.862028,14.49,0.40,Com,
NGC4559C,HII,12.597811,27.932083,,,Com,
NGC4561,G,12.602278,19.322917,12.61,1.32,Com,
NGC4564,G,12.607494,11.439278,11.26,3.13,Vir,
NGC4565,G,12.605772,25.987667,10.86,16.75,Com,Needle Galaxy
NGC4566,G,12.600031,54.220972,13.23,1.08,UMa,
NGC4567,G,12.609086,11.258000,11.32,2.74,Vir,Butterfly Galaxies
NGC4568,G,12.609517,11.238889,10.80,4.31,Vir,Butterfly Galaxies
NGC4569,G,12.613831,13.162944,9.54,9.12,Vir,
NGC4570,G,12.614833,7.246639,11.11,3.88,Vir,
NGC4571,G,12.615661,14.217361,11.29,3.56,Com,
NGC4573,G,12.628831,-43.621139,12.92,2.49,Cen,
NGC4574,G,12.628753,-35.517639,12.99,1.83,Cen,
NGC4575,G,12.630867,-40.537361,12.60,2.06,Cen,
NGC4576,G,12.625989,4.367694,13.49,1.22,Vir,
NGC4578,G,12.625156,9.555083,11.40,2.50,Vir,
NGC4579,G,12.628756,11.818194,10.30,5.01,Vir,
NGC4581,G,12.634769,1.477750,12.38,1.62,Vir,
NGC4583,G,12.634594,33.458833,14.47,1.51,CVn,
NGC4585,G,12.637022,28.937028,14.22,0.79,Com,
NGC4586,G,12.641222,4.319083,11.58,3.43,Vir,
NGC4589,G,12.623608,74.191917,10.74,2.93,Dra,
NGC4590,GCl,12.657781,-26.743028,7.96,6.60,Hya,
NGC4592,G,12.655206,-0.532000,11.88,4.10,Vir,
NGC4593,G,12.660953,-5.344250,11.43,2.40,Vir,
NGC4594,G,12.666508,-11.623056,8.59,8.45,Vir,Sombrero Galaxy
NGC4596,G,12.665542,10.176139,10.46,3.93,Vir,
NGC4601,G,12.679650,-40.893056,13.91,1.82,Cen,
NGC4602,G,12.676903,-5.133000,11.75,1.29,Vir,
NGC4603,G,12.682003,-40.976389,11.67,2.60,Cen,
NGC4603D,G,12.702250,-40.820861,13.20,1.62,Cen,
NGC4605,G,12.666494,61.609194,10.26,5.87,UMa,
NGC4606,G,12.682650,11.912222,11.90,2.47,Vir,
NGC4607,G,12.686778,11.886639,12.79,2.86,Vir,
NGC4608,G,12.687025,10.155667,11.08,2.88,Vir,
NGC4609,OCl,12.704675,-62.995750,6.90,5.40,Cru,Coalsack Cluster
NGC4616,G,12.704569,-40.642056,13.32,1.31,Cen,
NGC4618,G,12.692458,41.150778,10.78,3.56,CVn,
NGC4619,G,12.695708,35.062778,13.50,1.37,CVn,
NGC4621,G,12.700622,11.647028,9.56,4.55,Vir,
NGC4622,G,12.710450,-40.744222,13.01,1.81,Cen,
NGC4625,G,12.697978,41.273972,12.46,1.41,CVn,
NGC4627,G,12.699911,32.573556,12.48,2.36,CVn,
NGC4628,G,12.707017,-6.971000,14.50,1.64,Vir,
NGC4631,G,12.702225,32.541500,9.24,14.45,CVn,Whale Galaxy
NGC4632,G,12.708897,-0.082611,11.86,2.56,Vir,
NGC4633,G,12.710383,14.357194,13.12,1.77,Com,
NGC4634,G,12.711378,14.295833,12.33,2.47,Com,
NGC4635,G,12.710900,19.945306,13.00,1.94,Com,
NGC4636,G,12.713842,2.687778,9.99,6.35,Vir,
NGC4638,G,12.713172,11.442500,11.12,2.31,Vir,
NGC4639,G,12.714553,13.257389,11.60,2.87,Vir,
NGC4643,G,12.722261,1.978278,10.65,2.24,Vir,
NGC4644,G,12.711850,55.145500,13.84,1.51,UMa,
NGC4645,G,12.736108,-41.749944,11.83,1.97,Cen,
NGC4645A,G,12.718214,-41.358917,12.39,3.03,Cen,
NGC4645B,G,12.725328,-41.362528,12.99,2.16,Cen,
NGC4646,G,12.714478,54.856000,13.31,0.63,UMa,
NGC4647,G,12.725642,11.581861,11.60,2.75,Vir,
NGC4648,G,12.695664,74.420944,12.03,1.41,Dra,
NGC4649,G,12.727772,11.552694,8.79,6.78,Vir,
NGC4650,G,12.738775,-40.731806,11.80,3.05,Cen,
NGC4650A,G,12.746961,-40.714306,13.58,1.46,Cen,
NGC4651,G,12.728508,16.393389,10.82,3.87,Com,Umbrella Galaxy
NGC4653,G,12.730808,-0.561222,12.36,2.31,Vir,
NGC4654,G,12.732383,13.126667,10.49,4.72,Vir,
NGC4656 NED01,G,12.732686,32.170250,10.47,6.46,CVn,
NGC4658,G,12.743831,-10.083111,12.43,1.38,Vir,
NGC4660,G,12.742217,11.190528,11.27,2.09,Vir,
NGC4662,G,12.740611,37.121222,12.78,1.83,CVn,
NGC4664,G,12.751664,3.055778,10.50,4.52,Vir,
NGC4666,G,12.752386,-0.461889,10.75,4.97,Vir,
NGC4668,G,12.758886,-0.535722,13.10,1.59,Vir,
NGC4669,G,12.746317,54.875667,13.18,1.53,UMa,
NGC4670,G,12.754742,27.125417,12.76,0.97,Com,
NGC4672,G,12.771042,-41.705972,14.25,2.06,Cen,
NGC4677,G,12.782536,-41.582528,12.81,1.49,Cen,
NGC4679,G,12.791736,-39.570861,13.52,2.43,Cen,
NGC4683,G,12.795103,-41.528278,12.84,1.44,Cen,
NGC4684,G,12.788200,-2.727417,11.55,2.97,Vir,
NGC4686,G,12.777744,54.534278,12.59,1.92,UMa,
NGC4687,G,12.789936,35.352056,13.01,0.96,CVn,
NGC4689,G,12.795989,13.762806,10.93,3.82,Com,
NGC4691,G,12.803786,-3.332722,10.99,3.03,Vir,
NGC4692,G,12.798700,27.222361,12.65,1.00,Com,
NGC4694,G,12.804189,10.983611,12.52,2.00,Vir,
NGC4695,G,12.792253,54.374833,13.38,1.12,UMa,
NGC4696,G,12.813681,-41.310833,10.30,3.85,Cen,
NGC4696B,G,12.789383,-41.237500,12.71,1.33,Cen,
NGC4697,G,12.809967,-5.800750,9.37,7.14,Vir,
NGC4698,G,12.806364,8.487389,10.65,3.81,Vir,
NGC4699,G,12.817286,-8.664861,9.53,3.99,Vir,
NGC4700,G,12.818931,-11.409861,12.21,2.72,Vir,
NGC4701,G,12.819886,3.388722,12.37,1.74,Vir,
NGC4704,G,12.812897,41.921250,13.69,1.01,CVn,
NGC4705,G,12.823603,-5.195861,12.60,3.65,Vir,
NGC4706,G,12.831708,-41.279556,12.88,1.47,Cen,
NGC4707,G,12.806353,51.164694,12.97,2.19,CVn,
NGC4709,G,12.834411,-41.381972,11.10,3.09,Cen,
NGC4710,G,12.827453,15.165444,10.71,4.39,Com,
NGC4712,G,12.826172,25.469944,13.01,1.56,Com,
NGC4713,G,12.832742,5.311417,11.73,1.66,Vir,
NGC4725,G,12.840717,25.500806,9.38,9.71,Com,
NGC4727,G,12.849233,-14.332944,12.22,2.70,Crv,
NGC4729,G,12.862856,-41.132278,12.48,1.97,Cen,
NGC4731,G,12.850303,-6.393056,11.42,6.32,Vir,
NGC4733,G,12.851883,10.912083,11.76,1.97,Vir,
NGC4735,G,12.850481,28.927972,14.57,0.66,Com,
NGC4736,G,12.848072,41.120444,8.24,7.74,CVn,
NGC4738,G,12.852472,28.788056,13.44,1.82,Com,
NGC4742,G,12.863344,-10.454722,11.20,2.14,Vir,
NGC4743,G,12.871106,-41.390667,13.31,1.73,Cen,
NGC4744,G,12.872111,-41.060028,12.59,2.45,Cen,
NGC4745,G,12.857267,27.421278,15.16,0.61,Com,
NGC4747,G,12.862764,25.777083,12.38,2.09,Com,
NGC4748,G,12.870128,-13.414722,14.03,1.27,Crv,
NGC4750,G,12.835353,72.874639,12.10,2.40,Dra,
NGC4753,G,12.872808,-1.199694,9.66,6.49,Vir,
NGC4754,G,12.871528,11.313889,10.48,4.16,Vir,
NGC4756,G,12.881286,-15.413278,12.22,2.28,Crv,
NGC4760,G,12.885342,-10.494194,11.58,2.57,Vir,
NGC4762,G,12.882236,11.230806,10.17,8.26,Vir,
NGC4763,G,12.890894,-17.005528,12.49,1.86,Crv,
NGC4765,G,12.887336,4.463111,12.98,1.16,Vir,
NGC4767,G,12.898042,-39.714306,11.51,2.82,Cen,
NGC4772,G,12.891433,2.168389,11.34,4.12,Vir,
NGC4774 NED02,G,12.885164,36.819056,14.34,0.60,CVn,
NGC4775,G,12.896028,-6.622167,11.56,2.22,Vir,
NGC4781,G,12.906597,-10.537194,11.39,3.66,Vir,
NGC4782,G,12.909922,-12.568639,12.75,1.48,Crv,
NGC4783,G,12.910164,-12.557833,12.80,1.41,Crv,
NGC4785,G,12.890925,-48.749194,12.09,2.04,Cen,
NGC4786,G,12.909006,-6.859417,11.71,1.98,Vir,
NGC4789,G,12.905283,27.068028,12.06,1.66,Com,
NGC4789A,G,12.901458,27.149639,13.92,1.90,Com,
NGC4792,G,12.917689,-12.497167,15.00,0.85,Crv,
NGC4793,G,12.911283,28.938667,11.64,1.82,Com,
NGC4794,G,12.919583,-12.608472,13.00,1.12,Crv,
NGC4797,G,12.915325,27.412694,13.16,1.15,Com,
NGC4802,G,12.930456,-12.055306,11.34,2.64,Crv,
NGC4807,G,12.924750,27.521417,13.49,0.88,Com,
NGC4808,G,12.930264,4.304111,11.79,2.36,Vir,
NGC4809,G,12.914183,2.654083,13.78,1.58,Vir,
NGC4814,G,12.922761,58.344111,12.03,2.75,UMa,
NGC4815,OCl,12.966214,-64.961750,8.60,3.90,Mus,
NGC4816,G,12.936708,27.745472,12.68,1.38,Com,
NGC4818,G,12.946917,-8.525306,11.34,4.27,Vir,
NGC4819,G,12.941072,26.987333,13.19,1.00,Com,
NGC4825,G,12.953400,-13.664833,11.56,2.69,Vir,
NGC4826,G,12.945456,21.682972,8.52,10.52,Com,Black Eye Galaxy
NGC4827,G,12.945425,27.178639,12.90,1.22,Com,
NGC4828,G,12.945239,28.020444,13.68,0.75,Com,
NGC4830,G,12.957753,-19.691278,12.09,2.31,Vir,
NGC4832,G,12.963203,-39.761694,12.27,2.14,Cen,
NGC4833,GCl,12.993039,-70.874583,7.79,8.40,Mus,
NGC4835,G,12.968844,-46.264222,11.81,3.30,Cen,
NGC4839,G,12.956767,27.497806,12.11,2.70,Com,
NGC4840,G,12.959122,27.610333,13.68,0.73,Com,
NGC4844,*,12.968961,-13.079917,14.14,,Vir,
NGC4845,G,12.966997,1.575833,10.97,5.50,Vir,
NGC4848,G,12.968233,28.242750,13.68,1.27,Com,
NGC4850,G,12.972733,27.967722,14.23,0.66,Com,
NGC4851,G,12.972697,28.148750,14.94,0.40,Com,
NGC4852,OCl,13.001219,-59.609444,8.90,5.40,Cen,
NGC4853,G,12.976442,27.596333,13.66,0.68,Com,
NGC4854,G,12.979833,27.674750,13.95,0.95,Com,
NGC4856,G,12.989242,-15.042167,10.62,4.25,Vir,
NGC4858,G,12.983900,28.115750,15.22,0.51,Com,
NGC4859,G,12.983842,26.815667,13.59,1.51,Com,
NGC4860,G,12.984417,28.123694,13.43,1.07,Com,
NGC4861,G,12.983983,34.859444,12.32,3.81,CVn,
NGC4864,G,12.986975,27.977000,13.50,0.77,Com,
NGC4865,G,12.988853,28.084306,13.44,0.88,Com,
NGC4866,G,12.990872,14.171056,11.08,5.77,Vir,
NGC4867,G,12.987569,27.970722,14.41,0.65,Com,
NGC4869,G,12.989822,27.911583,13.36,0.77,Com,
NGC4871,G,12.991656,27.956444,14.22,0.77,Com,
NGC4872,G,12.992789,27.946944,13.59,0.67,Com,
NGC4873,G,12.992442,27.983611,14.16,0.81,Com,
NGC4874,G,12.993253,27.959278,11.83,2.29,Com,
NGC4875,G,12.993864,27.907333,14.65,0.48,Com,
NGC4876,G,12.995669,27.912472,14.38,0.56,Com,
NGC4881,G,12.999333,28.247389,13.48,0.98,Com,
NGC4883,G,12.998892,28.034722,14.31,0.77,Com,
NGC4886,G,13.001233,27.987583,13.84,0.80,Com,
NGC4889,G,13.002258,27.977000,11.45,2.59,Com,
NGC4894,G,13.004589,27.967528,15.18,0.60,Com,
NGC4895,G,13.004981,28.202306,13.20,1.66,Com,
NGC4895A,G,13.002533,28.170389,14.94,0.59,Com,
NGC4896,G,13.008550,28.346222,13.90,0.85,Com,
NGC4897,G,13.014708,-13.449806,12.54,2.65,Vir,
NGC4898A,G,13.004908,27.955389,14.59,0.68,Com,
NGC4898B,G,13.005025,27.956556,14.33,0.61,Com,
NGC4899,G,13.015731,-13.944222,12.33,2.02,Vir,
NGC4900,G,13.010864,2.501444,11.36,2.13,Vir,
NGC4902,G,13.016592,-14.513639,11.26,2.63,Vir,
NGC4903,G,13.022992,-30.934972,12.50,1.72,Cen,
NGC4904,G,13.016294,-0.027611,11.96,1.99,Vir,
NGC4906,G,13.011047,27.923889,14.10,0.70,Com,
NGC4907,G,13.013556,28.158333,13.66,1.00,Com,
NGC4908,G,13.015128,28.007639,13.23,1.19,Com,
NGC4909,G,13.033847,-42.771417,12.76,1.96,Cen,
NGC4911,G,13.015578,27.790833,12.88,1.16,Com,
NGC4912,G,13.026000,29.130611,13.84,1.06,Com,
NGC4913,G,13.028714,29.044667,13.84,1.45,Com,
NGC4914,G,13.011931,37.315278,11.60,2.69,CVn,
NGC4915,G,13.024506,-4.546528,12.00,1.64,Vir,
NGC4916,G,13.034500,29.253444,13.95,0.98,Com,
NGC4919,G,13.021553,27.809083,14.04,1.11,Com,
NGC4921,G,13.023931,27.885944,12.62,1.96,Com,
NGC4922 NED01,G,13.023478,29.308361,14.00,1.23,Com,
NGC4922 NED02,G,13.023683,29.313778,14.02,0.58,Com,
NGC4923,G,13.025500,27.847528,13.74,0.72,Com,
NGC4926,G,13.031592,27.624444,12.99,1.23,Com,
NGC4930,G,13.068131,-41.411583,11.43,3.54,Cen,
NGC4931,G,13.050244,28.032472,13.43,1.65,Com,
NGC4933B,G,13.065761,-11.498056,11.74,4.37,Vir,
NGC4934,G,13.054511,28.030417,14.33,1.00,Com,
NGC4936,G,13.071358,-30.526250,10.71,2.85,Cen,
NGC4939,G,13.070664,-10.339611,11.91,5.71,Vir,
NGC4940,G,13.083403,-47.236917,13.18,1.13,Cen,
NGC4941,G,13.070317,-5.551611,11.27,3.29,Vir,
NGC4944,G,13.063875,28.185722,12.87,1.39,Com,
NGC4945,G,13.090967,-49.468222,11.86,23.33,Cen,
NGC4946,G,13.091494,-43.591139,12.35,2.00,Cen,
NGC4947,G,13.088944,-35.337417,12.20,2.65,Cen,
NGC4948A,G,13.084942,-8.161333,13.50,1.44,Vir,
NGC4949,G,13.071644,29.029528,14.97,0.72,Com,
NGC4951,G,13.085472,-6.493833,11.84,3.14,Vir,
NGC4952,G,13.082883,29.122250,13.01,1.60,Com,
NGC4955,G,13.101339,-29.754278,12.15,2.34,Hya,
NGC4956,G,13.083594,35.178028,12.38,1.56,CVn,
NGC4957,G,13.086775,27.569750,12.99,1.22,Com,
